"round_code","show_num","contestant","score","finish","bucket","season","air_date","clue_count","air_year","bucket_name"
"FJ",8313,"Lucy",31399,"Winner",30000,37,"1/13/2021",61,"2021","$ 30"
"FJ",8312,"Lucy",33100,"Winner",30000,37,"1/12/2021",61,"2021","$ 30"
"FJ",8311,"Tanay",26800,"Winner",20000,37,"1/11/2021",61,"2021","$ 20"
"FJ",8310,"Jim",24401,"Winner",20000,37,"1/8/2021",59,"2021","$ 20"
"FJ",8309,"Yoshie",24800,"Winner",20000,37,"1/7/2021",61,"2021","$ 20"
"FJ",8308,"Yoshie",6800,"Winner",0,37,"1/6/2021",57,"2021","$ 0"
"FJ",8307,"Manisha",7100,"Winner",0,37,"1/5/2021",55,"2021","$ 0"
"FJ",8306,"Brayden",17999,"Winner",10000,37,"1/4/2021",56,"2021","$ 10"
"FJ",8305,"Brayden",3999,"Winner",0,37,"12/18/2020",61,"2020","$ 0"
"FJ",8304,"Brayden",27800,"Winner",20000,37,"12/17/2020",61,"2020","$ 20"
"FJ",8303,"Brayden",35000,"Winner",30000,37,"12/16/2020",58,"2020","$ 30"
"FJ",8302,"Brayden",31000,"Winner",30000,37,"12/15/2020",57,"2020","$ 30"
"FJ",8301,"Valerie",38001,"Winner",30000,37,"12/14/2020",58,"2020","$ 30"
"FJ",8300,"Kate",5599,"Winner",0,37,"12/11/2020",61,"2020","$ 0"
"FJ",8299,"Kendra",14200,"Winner",10000,37,"12/10/2020",61,"2020","$ 10"
"FJ",8298,"Kendra",26401,"Winner",20000,37,"12/9/2020",61,"2020","$ 20"
"FJ",8297,"Kristen",22801,"Winner",20000,37,"12/8/2020",61,"2020","$ 20"
"FJ",8296,"John",11199,"Winner",10000,37,"12/7/2020",61,"2020","$ 10"
"FJ",8295,"Katherine",22801,"Winner",20000,37,"12/4/2020",61,"2020","$ 20"
"FJ",8294,"Fred",20001,"Winner",20000,37,"12/3/2020",61,"2020","$ 20"
"FJ",8293,"Leslie",2700,"Winner",0,37,"12/2/2020",61,"2020","$ 0"
"FJ",8292,"T.J.!",18200,"Winner",10000,37,"12/1/2020",61,"2020","$ 10"
"FJ",8291,"Ryan",26323,"Winner",20000,37,"11/30/2020",61,"2020","$ 20"
"FJ",8290,"Ryan",29401,"Winner",20000,37,"11/27/2020",61,"2020","$ 20"
"FJ",8289,"Ryan",28801,"Winner",20000,37,"11/26/2020",61,"2020","$ 20"
"FJ",8288,"Ryan",20001,"Winner",20000,37,"11/25/2020",61,"2020","$ 20"
"FJ",8287,"Henry",30400,"Winner",30000,37,"11/24/2020",61,"2020","$ 30"
"FJ",8286,"Henry",31000,"Winner",30000,37,"11/23/2020",61,"2020","$ 30"
"FJ",8285,"Charlie",30000,"Winner",30000,37,"11/20/2020",61,"2020","$ 30"
"FJ",8284,"Andy",27201,"Winner",20000,37,"11/19/2020",59,"2020","$ 20"
"FJ",8283,"Andy",17200,"Winner",10000,37,"11/18/2020",61,"2020","$ 10"
"FJ",8282,"Andy",20799,"Winner",20000,37,"11/17/2020",60,"2020","$ 20"
"FJ",8281,"Andy",26799,"Winner",20000,37,"11/16/2020",61,"2020","$ 20"
"FJ",8280,"John",26200,"Winner",20000,37,"11/13/2020",61,"2020","$ 20"
"FJ",8279,"Kate",16800,"Winner",10000,37,"11/12/2020",59,"2020","$ 10"
"FJ",8278,"Greg",20000,"Winner",20000,37,"11/11/2020",58,"2020","$ 20"
"FJ",8277,"Greg",21200,"Winner",20000,37,"11/10/2020",59,"2020","$ 20"
"FJ",8276,"Ben",44401,"Winner",40000,37,"11/9/2020",61,"2020","$ 40"
"FJ",8275,"Andrew",21601,"Winner",20000,37,"11/6/2020",61,"2020","$ 20"
"FJ",8274,"Burt :)",20400,"Winner",20000,37,"11/5/2020",60,"2020","$ 20"
"FJ",8273,"Devin",26799,"Winner",20000,37,"11/4/2020",55,"2020","$ 20"
"FJ",8272,"Devin",25405,"Winner",20000,37,"11/3/2020",59,"2020","$ 20"
"FJ",8271,"Carmela",18200,"Winner",10000,37,"11/2/2020",53,"2020","$ 10"
"FJ",8270,"Carmela",12400,"Winner",10000,37,"10/30/2020",54,"2020","$ 10"
"FJ",8269,"Carmela",24801,"Winner",20000,37,"10/29/2020",57,"2020","$ 20"
"FJ",8268,"Scott",24100,"Winner",20000,37,"10/28/2020",55,"2020","$ 20"
"FJ",8267,"Brian",9500,"Winner",0,37,"10/27/2020",55,"2020","$ 0"
"FJ",8266,"Brian",18200,"Winner",10000,37,"10/26/2020",56,"2020","$ 10"
"FJ",8265,"Brian",17201,"Winner",10000,37,"10/23/2020",61,"2020","$ 10"
"FJ",8264,"Colin",26100,"Winner",20000,37,"10/22/2020",61,"2020","$ 20"
"FJ",8263,"Aimee",25200,"Winner",20000,37,"10/21/2020",61,"2020","$ 20"
"FJ",8262,"Carlos",10400,"Winner",10000,37,"10/20/2020",56,"2020","$ 10"
"FJ",8261,"Kristin",16808,"Winner",10000,37,"10/19/2020",59,"2020","$ 10"
"FJ",8260,"Kristin",5300,"Winner",0,37,"10/16/2020",58,"2020","$ 0"
"FJ",8259,"Kristin",2700,"Winner",0,37,"10/15/2020",59,"2020","$ 0"
"FJ",8258,"Kevin",29601,"Winner",20000,37,"10/14/2020",61,"2020","$ 20"
"FJ",8257,"Kevin",18800,"Winner",10000,37,"10/13/2020",57,"2020","$ 10"
"FJ",8256,"Kevin",20000,"Winner",20000,37,"10/12/2020",59,"2020","$ 20"
"FJ",8255,"Kevin",27600,"Winner",20000,37,"10/9/2020",61,"2020","$ 20"
"FJ",8254,"Kevin",15300,"Winner",10000,37,"10/8/2020",61,"2020","$ 10"
"FJ",8253,"Garrett",22000,"Winner",20000,37,"10/7/2020",57,"2020","$ 20"
"FJ",8252,"Garrett",27700,"Winner",20000,37,"10/6/2020",57,"2020","$ 20"
"FJ",8251,"Garrett",14000,"Winner",10000,37,"10/5/2020",61,"2020","$ 10"
"FJ",8250,"Phillip",20000,"Winner",20000,37,"10/2/2020",61,"2020","$ 20"
"FJ",8249,"Phillip",23000,"Winner",20000,37,"10/1/2020",57,"2020","$ 20"
"FJ",8248,"Mason",23600,"Winner",20000,37,"9/30/2020",61,"2020","$ 20"
"FJ",8247,"Mason",19000,"Winner",10000,37,"9/29/2020",60,"2020","$ 10"
"FJ",8246,"Eric",16399,"Winner",10000,37,"9/28/2020",58,"2020","$ 10"
"FJ",8245,"Sameer",15200,"Winner",10000,37,"9/25/2020",56,"2020","$ 10"
"FJ",8244,"Sameer",22200,"Winner",20000,37,"9/24/2020",61,"2020","$ 20"
"FJ",8243,"Robert",18401,"Winner",10000,37,"9/23/2020",58,"2020","$ 10"
"FJ",8242,"Dana",19600,"Winner",10000,37,"9/22/2020",59,"2020","$ 10"
"FJ",8241,"Dana",25200,"Winner",20000,37,"9/21/2020",58,"2020","$ 20"
"FJ",8240,"Sarah",19801,"Winner",10000,37,"9/18/2020",57,"2020","$ 10"
"FJ",8239,"Joe",20100,"Winner",20000,37,"9/17/2020",61,"2020","$ 20"
"FJ",8238,"David",4977,"Winner",0,37,"9/16/2020",56,"2020","$ 0"
"FJ",8237,"Cory",13600,"Winner",10000,37,"9/15/2020",59,"2020","$ 10"
"FJ",8236,"Cory",23800,"Winner",20000,37,"9/14/2020",59,"2020","$ 20"
"FJ",8235,"Zach",19995,"Winner",10000,36,"6/12/2020",61,"2020","$ 10"
"FJ",8234,"Zach",21074,"Winner",20000,36,"6/11/2020",58,"2020","$ 20"
"FJ",8233,"Zach",26799,"Winner",20000,36,"6/10/2020",57,"2020","$ 20"
"FJ",8232,"Zach",17801,"Winner",10000,36,"6/9/2020",56,"2020","$ 10"
"FJ",8231,"Morgan",22600,"Winner",20000,36,"6/8/2020",57,"2020","$ 20"
"FJ",8230,"Ben",26501,"Winner",20000,36,"6/5/2020",59,"2020","$ 20"
"FJ",8229,"Meggie",7600,"Winner",0,36,"6/4/2020",61,"2020","$ 0"
"FJ",8228,"Ben",30001,"Winner",30000,36,"6/3/2020",61,"2020","$ 30"
"FJ",8227,"Meggie",24382,"Winner",20000,36,"6/2/2020",61,"2020","$ 20"
"FJ",8226,"Will",23201,"Winner",20000,36,"6/1/2020",61,"2020","$ 20"
"FJ",8225,"Jong Ho",23370,"Winner",20000,36,"5/29/2020",61,"2020","$ 20"
"FJ",8224,"Ben",23678,"Winner",20000,36,"5/28/2020",61,"2020","$ 20"
"FJ",8223,"Will",22400,"Winner",20000,36,"5/27/2020",61,"2020","$ 20"
"FJ",8222,"Meggie",21601,"Winner",20000,36,"5/26/2020",61,"2020","$ 20"
"FJ",8221,"Amanda",17600,"Winner",10000,36,"5/25/2020",61,"2020","$ 10"
"FJ",8220,"Morgan",21400,"Winner",20000,36,"5/22/2020",61,"2020","$ 20"
"FJ",8219,"Shawn",24801,"Winner",20000,36,"5/21/2020",61,"2020","$ 20"
"FJ",8218,"Nathan",11999,"Winner",10000,36,"5/20/2020",61,"2020","$ 10"
"FJ",8217,"Ben",19358,"Winner",10000,36,"5/19/2020",60,"2020","$ 10"
"FJ",8216,"Ben",18800,"Winner",10000,36,"5/18/2020",61,"2020","$ 10"
"FJ",8215,"Jesse",30400,"Winner",30000,36,"5/1/2020",61,"2020","$ 30"
"FJ",8214,"Jesse",13000,"Winner",10000,36,"4/30/2020",61,"2020","$ 10"
"FJ",8213,"Sarah",34400,"Winner",30000,36,"4/29/2020",59,"2020","$ 30"
"FJ",8212,"Sarah",15500,"Winner",10000,36,"4/28/2020",57,"2020","$ 10"
"FJ",8211,"Sarah",8400,"Winner",0,36,"4/27/2020",61,"2020","$ 0"
"FJ",8210,"Sarah",31000,"Winner",30000,36,"4/24/2020",58,"2020","$ 30"
"FJ",8209,"Tim",21200,"Winner",20000,36,"4/23/2020",61,"2020","$ 20"
"FJ",8208,"Sharon",19601,"Winner",10000,36,"4/22/2020",60,"2020","$ 10"
"FJ",8207,"Gary",22801,"Winner",20000,36,"4/21/2020",57,"2020","$ 20"
"FJ",8206,"Andrew",3599,"Winner",0,36,"4/20/2020",52,"2020","$ 0"
"FJ",8205,"Nibir",25575,"Winner",20000,36,"4/17/2020",61,"2020","$ 20"
"FJ",8204,"Nibir",22195,"Winner",20000,36,"4/16/2020",57,"2020","$ 20"
"FJ",8203,"Xiaoke",8200,"Winner",0,36,"4/15/2020",58,"2020","$ 0"
"FJ",8202,"Nibir",26801,"Winner",20000,36,"4/14/2020",61,"2020","$ 20"
"FJ",8201,"Tyler",32800,"Winner",30000,36,"4/13/2020",61,"2020","$ 30"
"FJ",8200,"Tyler",28400,"Winner",20000,36,"4/10/2020",61,"2020","$ 20"
"FJ",8199,"Joe",30200,"Winner",30000,36,"4/9/2020",61,"2020","$ 30"
"FJ",8198,"Londyn",20801,"Winner",20000,36,"4/8/2020",61,"2020","$ 20"
"FJ",8197,"Nathaniel",24001,"Winner",20000,36,"4/7/2020",61,"2020","$ 20"
"FJ",8196,"Marshall",17599,"Winner",10000,36,"4/6/2020",61,"2020","$ 10"
"FJ",8195,"Felicity",17000,"Winner",10000,36,"4/3/2020",59,"2020","$ 10"
"FJ",8194,"Felicity",15200,"Winner",10000,36,"4/2/2020",55,"2020","$ 10"
"FJ",8193,"Hemant",13999,"Winner",10000,36,"4/1/2020",57,"2020","$ 10"
"FJ",8192,"Leanne",22500,"Winner",20000,36,"3/31/2020",61,"2020","$ 20"
"FJ",8191,"Kyle",15400,"Winner",10000,36,"3/30/2020",59,"2020","$ 10"
"FJ",8190,"Khalilah",2399,"Winner",0,36,"3/27/2020",54,"2020","$ 0"
"FJ",8189,"Susan",7999,"Winner",0,36,"3/26/2020",56,"2020","$ 0"
"FJ",8188,"Adam",21200,"Winner",20000,36,"3/25/2020",58,"2020","$ 20"
"FJ",8187,"Nick",22801,"Winner",20000,36,"3/24/2020",60,"2020","$ 20"
"FJ",8186,"Kimberly",32800,"Winner",30000,36,"3/23/2020",61,"2020","$ 30"
"FJ",8185,"Michonne",7000,"Winner",0,36,"3/20/2020",60,"2020","$ 0"
"FJ",8184,"Michonne",15800,"Winner",10000,36,"3/19/2020",55,"2020","$ 10"
"FJ",8183,"Andrea",19201,"Winner",10000,36,"3/18/2020",56,"2020","$ 10"
"FJ",8182,"Kris",16601,"Winner",10000,36,"3/17/2020",58,"2020","$ 10"
"FJ",8181,"Sid",25874,"Winner",20000,36,"3/16/2020",58,"2020","$ 20"
"FJ",8180,"Jessica",25000,"Winner",20000,36,"3/13/2020",58,"2020","$ 20"
"FJ",8179,"Jessica",23200,"Winner",20000,36,"3/12/2020",58,"2020","$ 20"
"FJ",8178,"Jessica",23398,"Winner",20000,36,"3/11/2020",56,"2020","$ 20"
"FJ",8177,"Paul",23000,"Winner",20000,36,"3/10/2020",59,"2020","$ 20"
"FJ",8176,"Paul",22401,"Winner",20000,36,"3/9/2020",58,"2020","$ 20"
"FJ",8175,"Paul",23201,"Winner",20000,36,"3/6/2020",57,"2020","$ 20"
"FJ",8174,"Paul",17199,"Winner",10000,36,"3/5/2020",60,"2020","$ 10"
"FJ",8173,"Paul",21000,"Winner",20000,36,"3/4/2020",57,"2020","$ 20"
"FJ",8172,"Mike",26600,"Winner",20000,36,"3/3/2020",61,"2020","$ 20"
"FJ",8171,"Bruce",13245,"Winner",10000,36,"3/2/2020",60,"2020","$ 10"
"FJ",8170,"Aaron",17001,"Winner",10000,36,"2/28/2020",56,"2020","$ 10"
"FJ",8169,"Aaron",24800,"Winner",20000,36,"2/27/2020",61,"2020","$ 20"
"FJ",8168,"MacKenzie",20600,"Winner",20000,36,"2/26/2020",60,"2020","$ 20"
"FJ",8167,"MacKenzie",21805,"Winner",20000,36,"2/25/2020",58,"2020","$ 20"
"FJ",8166,"MacKenzie",31600,"Winner",30000,36,"2/24/2020",61,"2020","$ 30"
"FJ",8165,"MacKenzie",19601,"Winner",10000,36,"2/21/2020",58,"2020","$ 10"
"FJ",8164,"MacKenzie",25601,"Winner",20000,36,"2/20/2020",60,"2020","$ 20"
"FJ",8163,"MacKenzie",46801,"Winner",40000,36,"2/19/2020",61,"2020","$ 40"
"FJ",8162,"MacKenzie",12400,"Winner",10000,36,"2/18/2020",58,"2020","$ 10"
"FJ",8161,"MacKenzie",26400,"Winner",20000,36,"2/17/2020",55,"2020","$ 20"
"FJ",8160,"Terry",17663,"Winner",10000,36,"2/14/2020",59,"2020","$ 10"
"FJ",8159,"Brooke",17300,"Winner",10000,36,"2/13/2020",59,"2020","$ 10"
"FJ",8158,"Josh",14601,"Winner",10000,36,"2/12/2020",58,"2020","$ 10"
"FJ",8157,"Danyelle",13412,"Winner",10000,36,"2/11/2020",56,"2020","$ 10"
"FJ",8156,"Vinny",3399,"Winner",0,36,"2/10/2020",58,"2020","$ 0"
"FJ",8155,"Gauravi",25601,"Winner",20000,36,"2/7/2020",61,"2020","$ 20"
"FJ",8154,"Patrick",32199,"Winner",30000,36,"2/6/2020",60,"2020","$ 30"
"FJ",8153,"Travis",17201,"Winner",10000,36,"2/5/2020",57,"2020","$ 10"
"FJ",8152,"Travis",5201,"Winner",0,36,"2/4/2020",56,"2020","$ 0"
"FJ",8151,"Travis",14801,"Winner",10000,36,"2/3/2020",55,"2020","$ 10"
"FJ",8150,"Michelle",12222,"Winner",10000,36,"1/31/2020",51,"2020","$ 10"
"FJ",8149,"Michelle",17900,"Winner",10000,36,"1/30/2020",58,"2020","$ 10"
"FJ",8148,"Joshua",16400,"Winner",10000,36,"1/29/2020",59,"2020","$ 10"
"FJ",8147,"Sarah",25601,"Winner",20000,36,"1/28/2020",61,"2020","$ 20"
"FJ",8146,"Sarah",26801,"Winner",20000,36,"1/27/2020",60,"2020","$ 20"
"FJ",8145,"Heather",7799,"Winner",0,36,"1/24/2020",61,"2020","$ 0"
"FJ",8144,"John",23510,"Winner",20000,36,"1/23/2020",55,"2020","$ 20"
"FJ",8143,"John",29001,"Winner",20000,36,"1/22/2020",56,"2020","$ 20"
"FJ",8142,"Dennis",12001,"Winner",10000,36,"1/21/2020",55,"2020","$ 10"
"FJ",8141,"Dennis",17601,"Winner",10000,36,"1/20/2020",59,"2020","$ 10"
"FJ",8140,"Dennis",21601,"Winner",20000,36,"1/17/2020",60,"2020","$ 20"
"FJ",8139,"Veronica",21000,"Winner",20000,36,"1/16/2020",57,"2020","$ 20"
"FJ",8138,"Veronica",16001,"Winner",10000,36,"1/15/2020",60,"2020","$ 10"
"FJ",8137,"Veronica",30001,"Winner",30000,36,"1/14/2020",60,"2020","$ 30"
"FJ",8136,"Veronica",21999,"Winner",20000,36,"1/13/2020",59,"2020","$ 20"
"FJ",8135,"Katie",17601,"Winner",10000,36,"1/10/2020",59,"2020","$ 10"
"FJ",8134,"Katie",36001,"Winner",30000,36,"1/9/2020",61,"2020","$ 30"
"FJ",8133,"Lisa",9800,"Winner",0,36,"1/8/2020",61,"2020","$ 0"
"FJ",8132,"Lisa",14700,"Winner",10000,36,"1/7/2020",56,"2020","$ 10"
"FJ",8131,"Karen",19800,"Winner",10000,36,"1/6/2020",56,"2020","$ 10"
"FJ",8130,"Karen",24200,"Winner",20000,36,"1/3/2020",53,"2020","$ 20"
"FJ",8129,"Karen",20801,"Winner",20000,36,"1/2/2020",57,"2020","$ 20"
"FJ",8128,"Karen",20401,"Winner",20000,36,"1/1/2020",61,"2020","$ 20"
"FJ",8127,"Karen",16800,"Winner",10000,36,"12/31/2019",59,"2019","$ 10"
"FJ",8126,"Karen",22000,"Winner",20000,36,"12/30/2019",58,"2019","$ 20"
"FJ",8125,"Karen",18401,"Winner",10000,36,"12/27/2019",61,"2019","$ 10"
"FJ",8124,"Karen",17200,"Winner",10000,36,"12/26/2019",55,"2019","$ 10"
"FJ",8123,"Alex",28801,"Winner",20000,36,"12/25/2019",56,"2019","$ 20"
"FJ",8122,"Robin",7799,"Winner",0,36,"12/24/2019",61,"2019","$ 0"
"FJ",8121,"Robin",19601,"Winner",10000,36,"12/23/2019",58,"2019","$ 10"
"FJ",8120,"Eric",25000,"Winner",20000,36,"12/20/2019",61,"2019","$ 20"
"FJ",8119,"Eric",17000,"Winner",10000,36,"12/19/2019",58,"2019","$ 10"
"FJ",8118,"Dave",8218,"Winner",0,36,"12/18/2019",59,"2019","$ 0"
"FJ",8117,"Rodolfo",18799,"Winner",10000,36,"12/17/2019",60,"2019","$ 10"
"FJ",8116,"Kirby",34401,"Winner",30000,36,"12/16/2019",61,"2019","$ 30"
"FJ",8115,"Jennifer",30400,"Winner",30000,36,"12/13/2019",61,"2019","$ 30"
"FJ",8114,"Jennifer",27000,"Winner",20000,36,"12/12/2019",61,"2019","$ 20"
"FJ",8113,"Jennifer",21900,"Winner",20000,36,"12/11/2019",58,"2019","$ 20"
"FJ",8112,"Jennifer",26200,"Winner",20000,36,"12/10/2019",61,"2019","$ 20"
"FJ",8111,"Jennifer",33000,"Winner",30000,36,"12/9/2019",56,"2019","$ 30"
"FJ",8110,"Jennifer",15500,"Winner",10000,36,"12/6/2019",61,"2019","$ 10"
"FJ",8109,"Jennifer",29600,"Winner",20000,36,"12/5/2019",61,"2019","$ 20"
"FJ",8108,"Jennifer",45200,"Winner",40000,36,"12/4/2019",61,"2019","$ 40"
"FJ",8107,"Stephanie",12399,"Winner",10000,36,"12/3/2019",61,"2019","$ 10"
"FJ",8106,"Alex",7349,"Winner",0,36,"12/2/2019",55,"2019","$ 0"
"FJ",8105,"Alex",13399,"Winner",10000,36,"11/29/2019",61,"2019","$ 10"
"FJ",8104,"Alex",12801,"Winner",10000,36,"11/28/2019",61,"2019","$ 10"
"FJ",8103,"Ellen",11200,"Winner",10000,36,"11/27/2019",59,"2019","$ 10"
"FJ",8102,"Beth",14000,"Winner",10000,36,"11/26/2019",61,"2019","$ 10"
"FJ",8101,"Beth",39601,"Winner",30000,36,"11/25/2019",61,"2019","$ 30"
"FJ",8100,"Elise",24800,"Winner",20000,36,"11/22/2019",61,"2019","$ 20"
"FJ",8099,"Elise",20200,"Winner",20000,36,"11/21/2019",57,"2019","$ 20"
"FJ",8098,"Elise",34600,"Winner",30000,36,"11/20/2019",59,"2019","$ 30"
"FJ",8097,"Sathvik",27201,"Winner",20000,36,"11/19/2019",61,"2019","$ 20"
"FJ",8096,"Kevin",15600,"Winner",10000,36,"11/18/2019",61,"2019","$ 10"
"FJ",8095,"Emma",38600,"Winner",30000,36,"11/15/2019",61,"2019","$ 30"
"FJ",8094,"James",49326,"Winner",40000,36,"11/14/2019",61,"2019","$ 40"
"FJ",8093,"Francois",34801,"Winner",30000,36,"11/13/2019",61,"2019","$ 30"
"FJ",8092,"James",30156,"Winner",30000,36,"11/12/2019",61,"2019","$ 30"
"FJ",8091,"Emma",29601,"Winner",20000,36,"11/11/2019",61,"2019","$ 20"
"FJ",8090,"Francois",34300,"Winner",30000,36,"11/8/2019",61,"2019","$ 30"
"FJ",8089,"Emma",23800,"Winner",20000,36,"11/7/2019",61,"2019","$ 20"
"FJ",8088,"James",30635,"Winner",30000,36,"11/6/2019",61,"2019","$ 30"
"FJ",8087,"Dhruv",20001,"Winner",20000,36,"11/5/2019",61,"2019","$ 20"
"FJ",8086,"Gilbert",16801,"Winner",10000,36,"11/4/2019",61,"2019","$ 10"
"FJ",8085,"Andrew",6799,"Winner",0,36,"11/1/2019",61,"2019","$ 0"
"FJ",8084,"Andrew",24001,"Winner",20000,36,"10/31/2019",61,"2019","$ 20"
"FJ",8083,"Steve!",31601,"Winner",30000,36,"10/30/2019",61,"2019","$ 30"
"FJ",8082,"Steve!",32801,"Winner",30000,36,"10/29/2019",61,"2019","$ 30"
"FJ",8081,"Steve!",21201,"Winner",20000,36,"10/28/2019",61,"2019","$ 20"
"FJ",8080,"Kris",37600,"Winner",30000,36,"10/25/2019",61,"2019","$ 30"
"FJ",8079,"Jamie",9999,"Winner",0,36,"10/24/2019",61,"2019","$ 0"
"FJ",8078,"Allyson",9500,"Winner",0,36,"10/23/2019",61,"2019","$ 0"
"FJ",8077,"Martha",16400,"Winner",10000,36,"10/22/2019",61,"2019","$ 10"
"FJ",8076,"Ryan",9199,"Winner",0,36,"10/21/2019",61,"2019","$ 0"
"FJ",8075,"Daryn",3599,"Winner",0,36,"10/18/2019",60,"2019","$ 0"
"FJ",8074,"Daryn",18200,"Winner",10000,36,"10/17/2019",56,"2019","$ 10"
"FJ",8073,"Ed",42600,"Winner",40000,36,"10/16/2019",59,"2019","$ 40"
"FJ",8072,"Ed",31000,"Winner",30000,36,"10/15/2019",59,"2019","$ 30"
"FJ",8071,"Erin",20400,"Winner",20000,36,"10/14/2019",58,"2019","$ 20"
"FJ",8070,"Susan",8700,"Winner",0,36,"10/11/2019",58,"2019","$ 0"
"FJ",8069,"Geoff",33399,"Winner",30000,36,"10/10/2019",60,"2019","$ 30"
"FJ",8068,"Jessica",19599,"Winner",10000,36,"10/9/2019",60,"2019","$ 10"
"FJ",8067,"Jessica",20000,"Winner",20000,36,"10/8/2019",57,"2019","$ 20"
"FJ",8066,"Jessica",12600,"Winner",10000,36,"10/7/2019",55,"2019","$ 10"
"FJ",8065,"Kara",17800,"Winner",10000,36,"10/4/2019",60,"2019","$ 10"
"FJ",8064,"Kevin",10001,"Winner",10000,36,"10/3/2019",52,"2019","$ 10"
"FJ",8063,"Kevin",26401,"Winner",20000,36,"10/2/2019",57,"2019","$ 20"
"FJ",8062,"Kevin",23000,"Winner",20000,36,"10/1/2019",58,"2019","$ 20"
"FJ",8061,"Laurel",32801,"Winner",30000,36,"9/30/2019",61,"2019","$ 30"
"FJ",8060,"Laurel",31201,"Winner",30000,36,"9/27/2019",56,"2019","$ 30"
"FJ",8059,"Gabe",22400,"Winner",20000,36,"9/26/2019",60,"2019","$ 20"
"FJ",8058,"Jason",30400,"Winner",30000,36,"9/25/2019",61,"2019","$ 30"
"FJ",8057,"Jason",30000,"Winner",30000,36,"9/24/2019",61,"2019","$ 30"
"FJ",8056,"Jason",35000,"Winner",30000,36,"9/23/2019",54,"2019","$ 30"
"FJ",8055,"Jason",18753,"Winner",10000,36,"9/20/2019",60,"2019","$ 10"
"FJ",8054,"Jason",18800,"Winner",10000,36,"9/19/2019",55,"2019","$ 10"
"FJ",8053,"Jason",37600,"Winner",30000,36,"9/18/2019",61,"2019","$ 30"
"FJ",8052,"Jason",5300,"Winner",0,36,"9/17/2019",56,"2019","$ 0"
"FJ",8051,"Jason",24400,"Winner",20000,36,"9/16/2019",56,"2019","$ 20"
"FJ",8050,"Jason",58400,"Winner",50000,36,"9/13/2019",61,"2019","$ 50"
"FJ",8049,"Jason",40600,"Winner",40000,36,"9/12/2019",61,"2019","$ 40"
"FJ",8048,"Jason",41143,"Winner",40000,36,"9/11/2019",56,"2019","$ 40"
"FJ",8047,"Jason",25600,"Winner",20000,36,"9/10/2019",55,"2019","$ 20"
"FJ",8046,"Jason",29200,"Winner",20000,36,"9/9/2019",59,"2019","$ 20"
"FJ",8045,"Jason",27600,"Winner",20000,35,"7/26/2019",61,"2019","$ 20"
"FJ",8044,"Jason",4400,"Winner",0,35,"7/25/2019",55,"2019","$ 0"
"FJ",8043,"Jason",30000,"Winner",30000,35,"7/24/2019",61,"2019","$ 30"
"FJ",8042,"Jason",30100,"Winner",30000,35,"7/23/2019",61,"2019","$ 30"
"FJ",8041,"Jason",18600,"Winner",10000,35,"7/22/2019",60,"2019","$ 10"
"FJ",8040,"Jason",26600,"Winner",20000,35,"7/19/2019",56,"2019","$ 20"
"FJ",8038,"Roey",23600,"Winner",20000,35,"7/17/2019",61,"2019","$ 20"
"FJ",8037,"Sam",42401,"Winner",40000,35,"7/16/2019",58,"2019","$ 40"
"FJ",8036,"Sam",38200,"Winner",30000,35,"7/15/2019",61,"2019","$ 30"
"FJ",8035,"Sam",29601,"Winner",20000,35,"7/12/2019",61,"2019","$ 20"
"FJ",8034,"Sam",7999,"Winner",0,35,"7/11/2019",58,"2019","$ 0"
"FJ",8033,"Sam",38001,"Winner",30000,35,"7/10/2019",61,"2019","$ 30"
"FJ",8032,"Ryan",10399,"Winner",10000,35,"7/9/2019",61,"2019","$ 10"
"FJ",8031,"Ryan",32801,"Winner",30000,35,"7/8/2019",55,"2019","$ 30"
"FJ",8030,"Ryan",29199,"Winner",20000,35,"7/5/2019",61,"2019","$ 20"
"FJ",8029,"Ryan",34650,"Winner",30000,35,"7/4/2019",61,"2019","$ 30"
"FJ",8028,"Charlie",24000,"Winner",20000,35,"7/3/2019",60,"2019","$ 20"
"FJ",8027,"Charlie",32800,"Winner",30000,35,"7/2/2019",61,"2019","$ 30"
"FJ",8026,"Josh",8199,"Winner",0,35,"7/1/2019",61,"2019","$ 0"
"FJ",8025,"Avi",26600,"Winner",20000,35,"6/28/2019",61,"2019","$ 20"
"FJ",8024,"Avi",24200,"Winner",20000,35,"6/27/2019",61,"2019","$ 20"
"FJ",8022,"Ryan",1599,"Winner",0,35,"6/25/2019",61,"2019","$ 0"
"FJ",8021,"Lucas",21601,"Winner",20000,35,"6/24/2019",61,"2019","$ 20"
"FJ",8020,"Avi",25599,"Winner",20000,35,"6/21/2019",61,"2019","$ 20"
"FJ",8019,"Jackson",21600,"Winner",20000,35,"6/20/2019",61,"2019","$ 20"
"FJ",8018,"Justin",25342,"Winner",20000,35,"6/19/2019",61,"2019","$ 20"
"FJ",8017,"Lucas",21000,"Winner",20000,35,"6/18/2019",61,"2019","$ 20"
"FJ",8016,"Teagan",25201,"Winner",20000,35,"6/17/2019",61,"2019","$ 20"
"FJ",8015,"E.J.",12499,"Winner",10000,35,"6/14/2019",58,"2019","$ 10"
"FJ",8014,"E.J.",25401,"Winner",20000,35,"6/13/2019",60,"2019","$ 20"
"FJ",8013,"E.J.",28800,"Winner",20000,35,"6/12/2019",61,"2019","$ 20"
