show_num,round_code,contestant,score,num_right,num_ddright,num_wrong,num_ddwrong,finish
5980,DJ,Roger,26800,26,1,3,0,Winner
5980,DJ,Shaama,4400,6,1,2,0,Third
5980,DJ,Ryan,11600,15,1,2,0,Second
5980,FJ,Roger,29000,26,1,3,0,Winner
5980,FJ,Shaama,8799,6,1,2,0,Third
5980,FJ,Ryan,12251,15,1,2,0,Second
5979,J,Roger,4200,25,2,4,0,Winner
5979,J,Les,9900,18,1,1,0,Second
5979,J,Ruth Anne,2200,13,0,0,0,Third
5979,DJ,Roger,30200,25,2,4,0,Winner
5979,DJ,Les,13100,18,1,1,0,Second
5979,DJ,Ruth Anne,9000,13,0,0,0,Third
5979,FJ,Roger,28400,25,2,4,0,Winner
5979,FJ,Les,8000,18,1,1,0,Second
5979,FJ,Ruth Anne,4800,13,0,0,0,Third
5978,J,Roger,9400,31,1,2,1,Winner
5978,J,Kevin,5000,14,0,3,0,Third
5978,J,Katie,2000,9,0,3,1,Second
5978,DJ,Roger,13800,31,1,2,1,Winner
5978,DJ,Kevin,12200,14,0,3,0,Third
5978,DJ,Katie,6400,9,0,3,1,Second
5978,FJ,Roger,24401,31,1,2,1,Winner
5978,FJ,Kevin,200,14,0,3,0,Third
5978,FJ,Katie,6400,9,0,3,1,Second
5977,J,Roger,13000,39,3,4,0,Winner
5977,J,Tony,4200,11,0,3,0,Second
5977,J,Mandy,800,3,0,4,0,Third
5977,DJ,Roger,47000,39,3,4,0,Winner
5977,DJ,Tony,5400,11,0,3,0,Second
5977,DJ,Mandy,-400,3,0,4,0,Third
5977,FJ,Roger,77000,39,3,4,0,Winner
5977,FJ,Tony,10000,11,0,3,0,Second
5977,FJ,Mandy,-400,3,0,4,0,Third
5976,J,Meg,2400,9,0,0,0,Second
5976,J,Scott,3400,15,0,2,1,Third
5976,J,Roger,9200,28,2,1,0,Winner
5976,DJ,Meg,6800,9,0,0,0,Second
5976,DJ,Scott,2200,15,0,2,1,Third
5976,DJ,Roger,33600,28,2,1,0,Winner
5976,FJ,Meg,6800,9,0,0,0,Second
5976,FJ,Scott,2400,15,0,2,1,Third
5976,FJ,Roger,37000,28,2,1,0,Winner
5975,J,Meg,5000,17,0,1,1,Winner
5975,J,J.D.,5200,22,0,3,0,Third
5975,J,James,2200,13,1,2,0,Second
5975,DJ,Meg,8200,17,0,1,1,Winner
5975,DJ,J.D.,15200,22,0,3,0,Third
5975,DJ,James,13600,13,1,2,0,Second
5975,FJ,Meg,16399,17,0,1,1,Winner
5975,FJ,J.D.,3150,22,0,3,0,Third
5975,FJ,James,7200,13,1,2,0,Second
5974,J,Jen,6400,12,0,2,1,Second
5974,J,Markus,5400,15,0,1,1,Third
5974,J,Meg,5100,18,1,2,0,Winner
5974,DJ,Jen,6000,12,0,2,1,Second
5974,DJ,Markus,10200,15,0,1,1,Third
5974,DJ,Meg,13900,18,1,2,0,Winner
5974,FJ,Jen,11999,12,0,2,1,Second
5974,FJ,Markus,5200,15,0,1,1,Third
5974,FJ,Meg,12900,18,1,2,0,Winner
5973,J,Nora,5400,18,2,1,0,Third
5973,J,Jen,4200,17,1,2,0,Winner
5973,J,Alyssa,1400,7,0,1,0,Second
5973,DJ,Nora,15000,18,2,1,0,Third
5973,DJ,Jen,14000,17,1,2,0,Winner
5973,DJ,Alyssa,4600,7,0,1,0,Second
5973,FJ,Nora,1999,18,2,1,0,Third
5973,FJ,Jen,9300,17,1,2,0,Winner
5973,FJ,Alyssa,3200,7,0,1,0,Second
5972,J,Alison,5800,17,0,0,0,Second
5972,J,Vince,6400,21,0,3,1,Third
5972,J,Nora,6000,14,1,2,1,Winner
5972,DJ,Alison,13000,17,0,0,0,Second
5972,DJ,Vince,6000,21,0,3,1,Third
5972,DJ,Nora,14200,14,1,2,1,Winner
5972,FJ,Alison,12001,17,0,0,0,Second
5972,FJ,Vince,6000,21,0,3,1,Third
5972,FJ,Nora,27201,14,1,2,1,Winner
5971,J,Alison,7600,25,2,3,0,Winner
5971,J,John,6000,12,0,2,0,Third
5971,J,Pamela,3400,15,1,2,0,Second
5971,DJ,Alison,17800,25,2,3,0,Winner
5971,DJ,John,4400,12,0,2,0,Third
5971,DJ,Pamela,15000,15,1,2,0,Second
5971,FJ,Alison,30001,25,2,3,0,Winner
5971,FJ,John,8800,12,0,2,0,Third
5971,FJ,Pamela,20000,15,1,2,0,Second
5970,J,Alison,9300,26,2,2,0,Winner
5970,J,Joe,4200,15,1,0,0,Second
5970,J,Rich,1400,9,0,3,0,Third
5970,DJ,Alison,27300,26,2,2,0,Winner
5970,DJ,Joe,12200,15,1,0,0,Second
5970,DJ,Rich,3000,9,0,3,0,Third
5970,FJ,Alison,28300,26,2,2,0,Winner
5970,FJ,Joe,6001,15,1,0,0,Second
5970,FJ,Rich,2000,9,0,3,0,Third
5969,J,John,6600,19,0,2,0,Second
5969,J,Dan,2800,13,0,2,0,Third
5969,J,Alison,1000,16,2,2,1,Winner
5969,DJ,John,13400,19,0,2,0,Second
5969,DJ,Dan,6400,13,0,2,0,Third
5969,DJ,Alison,17400,16,2,2,1,Winner
5969,FJ,John,8100,19,0,2,0,Second
5969,FJ,Dan,6400,13,0,2,0,Third
5969,FJ,Alison,26801,16,2,2,1,Winner
5968,J,John,6800,19,0,1,0,Winner
5968,J,Sarah,5800,17,1,2,1,Second
5968,J,Tom,4400,15,0,4,1,Third
5968,DJ,John,16800,19,0,1,0,Winner
5968,DJ,Sarah,13200,17,1,2,1,Second
5968,DJ,Tom,3000,15,0,4,1,Third
5968,FJ,John,26401,19,0,1,0,Winner
5968,FJ,Sarah,16801,17,1,2,1,Second
5968,FJ,Tom,0,15,0,4,1,Third
5967,J,John,7000,23,0,0,0,Winner
5967,J,Gene,6800,19,0,1,0,Second
5967,J,Donna,4400,15,3,4,0,Third
5967,DJ,John,17400,23,0,0,0,Winner
5967,DJ,Gene,16000,19,0,1,0,Second
5967,DJ,Donna,12600,15,3,4,0,Third
5967,FJ,John,32001,23,0,0,0,Winner
5967,FJ,Gene,25201,19,0,1,0,Second
5967,FJ,Donna,4600,15,3,4,0,Third
5966,J,John,6800,21,1,2,0,Winner
5966,J,Michael,3600,17,0,4,1,Second
5966,J,Susan,2600,13,1,2,0,Third
5966,DJ,John,13400,21,1,2,0,Winner
5966,DJ,Michael,9200,17,0,4,1,Second
5966,DJ,Susan,10400,13,1,2,0,Third
5966,FJ,John,20801,21,1,2,0,Winner
5966,FJ,Michael,18205,17,0,4,1,Second
5966,FJ,Susan,9201,13,1,2,0,Third
5965,J,Van,-400,17,2,8,1,Third
5965,J,John,5800,22,0,2,0,Winner
5965,J,Leslie,3200,11,0,3,0,Second
5965,DJ,Van,13000,17,2,8,1,Third
5965,DJ,John,17800,22,0,2,0,Winner
5965,DJ,Leslie,4400,11,0,3,0,Second
5965,FJ,Van,1000,17,2,8,1,Third
5965,FJ,John,26001,22,0,2,0,Winner
5965,FJ,Leslie,8400,11,0,3,0,Second
5964,J,Van,5500,22,3,3,0,Winner
5964,J,Neal,2400,6,0,3,0,Third
5964,J,Bryn,4800,19,0,3,0,Second
5964,DJ,Van,24100,22,3,3,0,Winner
5964,DJ,Neal,0,6,0,3,0,Third
5964,DJ,Bryn,12000,19,0,3,0,Second
5964,FJ,Van,24117,22,3,3,0,Winner
5964,FJ,Neal,0,6,0,3,0,Third
5964,FJ,Bryn,12000,19,0,3,0,Second
5963,J,Van,2200,17,1,5,1,Winner
5963,J,Victoria,5800,22,1,5,0,Second
5963,J,Chris,4400,8,0,0,0,Third
5963,DJ,Van,11400,17,1,5,1,Winner
5963,DJ,Victoria,13000,22,1,5,0,Second
5963,DJ,Chris,5200,8,0,0,0,Third
5963,FJ,Van,22511,17,1,5,1,Winner
5963,FJ,Victoria,18000,22,1,5,0,Second
5963,FJ,Chris,10200,8,0,0,0,Third
5962,J,Saad,4200,13,0,0,0,Second
5962,J,Anne,4200,12,0,2,0,Third
5962,J,Van,11300,30,2,3,1,Winner
5962,DJ,Saad,10600,13,0,0,0,Second
5962,DJ,Anne,8600,12,0,2,0,Third
5962,DJ,Van,22500,30,2,3,1,Winner
5962,FJ,Saad,17200,13,0,0,0,Second
5962,FJ,Anne,16600,12,0,2,0,Third
5962,FJ,Van,22500,30,2,3,1,Winner
5961,J,Aaron,2200,19,1,2,0,Third
5961,J,Barbara,3000,15,0,4,1,Second
5961,J,Saad,3200,17,0,4,1,Winner
5961,DJ,Aaron,15600,19,1,2,0,Third
5961,DJ,Barbara,9400,15,0,4,1,Second
5961,DJ,Saad,14400,17,0,4,1,Winner
5961,FJ,Aaron,2399,19,1,2,0,Third
5961,FJ,Barbara,3199,15,0,4,1,Second
5961,FJ,Saad,22700,17,0,4,1,Winner
5960,J,Vivian,2800,6,0,1,0,Third
5960,J,Jack,8400,28,2,3,0,Winner
5960,J,Sita,5600,23,1,3,0,Second
5960,DJ,Vivian,4000,6,0,1,0,Third
5960,DJ,Jack,21400,28,2,3,0,Winner
5960,DJ,Sita,19000,23,1,3,0,Second
5960,FJ,Vivian,0,6,0,1,0,Third
5960,FJ,Jack,4799,28,2,3,0,Winner
5960,FJ,Sita,1,23,1,3,0,Second
5959,J,Jessica,5400,20,2,1,0,Second
5959,J,Caroline,3400,13,0,2,0,Third
5959,J,Thomas,6800,19,1,0,0,Winner
5959,DJ,Jessica,15800,20,2,1,0,Second
5959,DJ,Caroline,5000,13,0,2,0,Third
5959,DJ,Thomas,19800,19,1,0,0,Winner
5959,FJ,Jessica,20800,20,2,1,0,Second
5959,FJ,Caroline,4600,13,0,2,0,Third
5959,FJ,Thomas,31800,19,1,0,0,Winner
5958,J,Molly,3000,15,0,8,2,Third
5958,J,Joli,6000,18,0,5,0,Winner
5958,J,Bryce,7200,19,1,2,0,Second
5958,DJ,Molly,800,15,0,8,2,Third
5958,DJ,Joli,10000,18,0,5,0,Winner
5958,DJ,Bryce,7200,19,1,2,0,Second
5958,FJ,Molly,1600,15,0,8,2,Third
5958,FJ,Joli,14401,18,0,5,0,Winner
5958,FJ,Bryce,13700,19,1,2,0,Second
5957,J,Andrea,2000,10,0,3,0,Third
5957,J,Ethan,3800,14,0,4,0,Second
5957,J,Will,8000,27,3,1,0,Winner
5957,DJ,Andrea,1600,10,0,3,0,Third
5957,DJ,Ethan,11400,14,0,4,0,Second
5957,DJ,Will,30000,27,3,1,0,Winner
5957,FJ,Andrea,2200,10,0,3,0,Third
5957,FJ,Ethan,8400,14,0,4,0,Second
5957,FJ,Will,29999,27,3,1,0,Winner
5956,J,John,1400,10,0,1,0,Third
5956,J,Surabhi,3400,23,1,6,1,Winner
5956,J,Kyle,2800,19,1,2,0,Second
5956,DJ,John,10600,10,0,1,0,Third
5956,DJ,Surabhi,15000,23,1,6,1,Winner
5956,DJ,Kyle,18000,19,1,2,0,Second
5956,FJ,John,1100,10,0,1,0,Third
5956,FJ,Surabhi,23001,23,1,6,1,Winner
5956,FJ,Kyle,5999,19,1,2,0,Second
5955,J,Dave,5200,20,0,4,1,Second
5955,J,Aaron,8600,22,1,3,0,Winner
5955,J,Kim,4000,11,0,3,1,Third
5955,DJ,Dave,9000,20,0,4,1,Second
5955,DJ,Aaron,19800,22,1,3,0,Winner
5955,DJ,Kim,6000,11,0,3,1,Third
5955,FJ,Dave,12001,20,0,4,1,Second
5955,FJ,Aaron,18001,22,1,3,0,Winner
5955,FJ,Kim,2999,11,0,3,1,Third
5954,J,Steven,3600,12,0,5,0,Third
5954,J,Kristina,4600,18,1,2,0,Second
5954,J,Dave,3200,21,0,6,2,Winner
5954,DJ,Steven,3600,12,0,5,0,Third
5954,DJ,Kristina,13000,18,1,2,0,Second
5954,DJ,Dave,12000,21,0,6,2,Winner
5954,FJ,Steven,1001,12,0,5,0,Third
5954,FJ,Kristina,1999,18,1,2,0,Second
5954,FJ,Dave,13001,21,0,6,2,Winner
5953,J,Steven,7000,22,1,3,1,Winner
5953,J,Jeff,5000,16,0,2,0,Third
5953,J,Cara,2800,13,1,1,0,Second
5953,DJ,Steven,14800,22,1,3,1,Winner
5953,DJ,Jeff,10200,16,0,2,0,Third
5953,DJ,Cara,13000,13,1,1,0,Second
5953,FJ,Steven,3599,22,1,3,1,Winner
5953,FJ,Jeff,100,16,0,2,0,Third
5953,FJ,Cara,1000,13,1,1,0,Second
5952,J,Janet,5800,17,1,1,0,Second
5952,J,Christopher,1000,11,0,4,0,Third
5952,J,Steven,5600,25,1,3,1,Winner
5952,DJ,Janet,16600,17,1,1,0,Second
5952,DJ,Christopher,4600,11,0,4,0,Third
5952,DJ,Steven,17600,25,1,3,1,Winner
5952,FJ,Janet,15599,17,1,1,0,Second
5952,FJ,Christopher,9199,11,0,4,0,Third
5952,FJ,Steven,26700,25,1,3,1,Winner
5951,J,Janet,3600,24,1,4,2,Winner
5951,J,Katie,3200,13,0,3,0,Third
5951,J,Stefanie,2800,11,0,2,0,Second
5951,DJ,Janet,19600,24,1,4,2,Winner
5951,DJ,Katie,6000,13,0,3,0,Third
5951,DJ,Stefanie,6800,11,0,2,0,Second
5951,FJ,Janet,20000,24,1,4,2,Winner
5951,FJ,Katie,0,13,0,3,0,Third
5951,FJ,Stefanie,1599,11,0,2,0,Second
5950,J,Janet,6000,18,1,3,1,Winner
5950,J,Lisa,2600,9,0,5,0,Third
5950,J,Matthew,400,24,1,4,0,Second
5950,DJ,Janet,14000,18,1,3,1,Winner
5950,DJ,Lisa,3800,9,0,5,0,Third
5950,DJ,Matthew,17600,24,1,4,0,Second
5950,FJ,Janet,10399,18,1,3,1,Winner
5950,FJ,Lisa,0,9,0,5,0,Third
5950,FJ,Matthew,5595,24,1,4,0,Second
5949,J,Joey,6600,23,0,4,1,Second
5949,J,Janet,7000,20,1,0,0,Winner
5949,J,Grant,1200,10,1,1,0,Third
5949,DJ,Joey,13800,23,0,4,1,Second
5949,DJ,Janet,19000,20,1,0,0,Winner
5949,DJ,Grant,7600,10,1,1,0,Third
5949,FJ,Joey,17199,23,0,4,1,Second
5949,FJ,Janet,27601,20,1,0,0,Winner
5949,FJ,Grant,13,10,1,1,0,Third
5948,J,Paul,4600,18,0,3,0,Third
5948,J,Sharyle,1400,8,0,4,1,Second
5948,J,Joey,6200,23,1,4,1,Winner
5948,DJ,Paul,11000,18,0,3,0,Third
5948,DJ,Sharyle,2000,8,0,4,1,Second
5948,DJ,Joey,16200,23,1,4,1,Winner
5948,FJ,Paul,1,18,0,3,0,Third
5948,FJ,Sharyle,2000,8,0,4,1,Second
5948,FJ,Joey,22200,23,1,4,1,Winner
5947,J,Paul,9800,36,2,0,0,Winner
5947,J,Chris,-400,12,0,2,0,Second
5947,J,Autumn,0,4,1,4,0,Third
5947,DJ,Paul,36400,36,2,0,0,Winner
5947,DJ,Chris,11200,12,0,2,0,Second
5947,DJ,Autumn,-2000,4,1,4,0,Third
5947,FJ,Paul,32800,36,2,0,0,Winner
5947,FJ,Chris,0,12,0,2,0,Second
5947,FJ,Autumn,-2000,4,1,4,0,Third
5946,J,Paul,6600,21,1,2,1,Winner
5946,J,Eric,5000,16,0,0,0,Third
5946,J,Terrill,4600,17,0,1,1,Second
5946,DJ,Paul,16100,21,1,2,1,Winner
5946,DJ,Eric,12200,16,0,0,0,Third
5946,DJ,Terrill,12400,17,0,1,1,Second
5946,FJ,Paul,24810,21,1,2,1,Winner
5946,FJ,Eric,24000,16,0,0,0,Third
5946,FJ,Terrill,24800,17,0,1,1,Second
5945,J,Paul,3400,13,0,3,1,Winner
5945,J,Jon,1600,12,0,2,1,Second
5945,J,Katherine,3400,13,0,7,1,Third
5945,DJ,Paul,10600,13,0,3,1,Winner
5945,DJ,Jon,6200,12,0,2,1,Second
5945,DJ,Katherine,1000,13,0,7,1,Third
5945,FJ,Paul,12500,13,0,3,1,Winner
5945,FJ,Jon,2200,12,0,2,1,Second
5945,FJ,Katherine,1899,13,0,7,1,Third
5944,J,Paul,8800,25,2,1,0,Winner
5944,J,Peggy,1000,6,0,3,0,Second
5944,J,Matt,1600,19,1,6,0,Third
5944,DJ,Paul,20200,25,2,1,0,Winner
5944,DJ,Peggy,2200,6,0,3,0,Second
5944,DJ,Matt,14000,19,1,6,0,Third
5944,FJ,Paul,28001,25,2,1,0,Winner
5944,FJ,Peggy,4350,6,0,3,0,Second
5944,FJ,Matt,0,19,1,6,0,Third
5943,J,Anne,5800,17,1,3,1,Second
5943,J,Paul,5800,17,0,4,0,Winner
5943,J,Laura,3600,13,1,3,0,Third
5943,DJ,Anne,14000,17,1,3,1,Second
5943,DJ,Paul,11000,17,0,4,0,Winner
5943,DJ,Laura,5600,13,1,3,0,Third
5943,FJ,Anne,4000,17,1,3,1,Second
5943,FJ,Paul,11300,17,0,4,0,Winner
5943,FJ,Laura,0,13,1,3,0,Third
5942,J,Marty,6800,21,0,3,0,Second
5942,J,Jonah,1600,13,1,1,0,Third
5942,J,Anne,9600,19,2,2,0,Winner
5942,DJ,Marty,13600,21,0,3,0,Second
5942,DJ,Jonah,10800,13,1,1,0,Third
5942,DJ,Anne,18800,19,2,2,0,Winner
5942,FJ,Marty,16000,21,0,3,0,Second
5942,FJ,Jonah,12200,13,1,1,0,Third
5942,FJ,Anne,27800,19,2,2,0,Winner
5941,J,Marty,8000,31,1,1,0,Winner
5941,J,Marianthe,4400,9,0,2,0,Second
5941,J,Mark,4400,16,1,4,1,Third
5941,DJ,Marty,27600,31,1,1,0,Winner
5941,DJ,Marianthe,5200,9,0,2,0,Second
5941,DJ,Mark,8200,16,1,4,1,Third
5941,FJ,Marty,25200,31,1,1,0,Winner
5941,FJ,Marianthe,10400,9,0,2,0,Second
5941,FJ,Mark,8200,16,1,4,1,Third
5940,J,Marty,4000,18,1,1,0,Winner
5940,J,Ken,400,17,1,3,1,Third
5940,J,Jennifer,4000,13,0,2,0,Second
5940,DJ,Marty,15200,18,1,1,0,Winner
5940,DJ,Ken,10000,17,1,3,1,Third
5940,DJ,Jennifer,10000,13,0,2,0,Second
5940,FJ,Marty,20001,18,1,1,0,Winner
5940,FJ,Ken,0,17,1,3,1,Third
5940,FJ,Jennifer,11400,13,0,2,0,Second
5939,J,Kyle,3400,16,0,3,1,Third
5939,J,Marty,8200,19,0,2,0,Winner
5939,J,Ilana,2200,16,1,4,1,Second
5939,DJ,Kyle,9300,16,0,3,1,Third
5939,DJ,Marty,13400,19,0,2,0,Winner
5939,DJ,Ilana,9400,16,1,4,1,Second
5939,FJ,Kyle,10550,16,0,3,1,Third
5939,FJ,Marty,18801,19,0,2,0,Winner
5939,FJ,Ilana,18601,16,1,4,1,Second
5938,J,Peter,3600,11,0,4,0,Third
5938,J,Kyle,6400,20,2,1,0,Winner
5938,J,Dan,3200,15,0,1,1,Second
5938,DJ,Peter,3600,11,0,4,0,Third
5938,DJ,Kyle,19000,20,2,1,0,Winner
5938,DJ,Dan,9400,15,0,1,1,Second
5938,FJ,Peter,7200,11,0,4,0,Third
5938,FJ,Kyle,19000,20,2,1,0,Winner
5938,FJ,Dan,8800,15,0,1,1,Second
5937,J,J.R.,3600,19,0,3,0,Second
5937,J,Peter,5000,21,3,6,0,Winner
5937,J,Jessica,3400,13,0,1,0,Third
5937,DJ,J.R.,11200,19,0,3,0,Second
5937,DJ,Peter,31800,21,3,6,0,Winner
5937,DJ,Jessica,10200,13,0,1,0,Third
5937,FJ,J.R.,20401,19,0,3,0,Second
5937,FJ,Peter,36800,21,3,6,0,Winner
5937,FJ,Jessica,20201,13,0,1,0,Third
5936,J,J.R.,2400,23,1,6,0,Winner
5936,J,Becky,800,9,0,3,0,Third
5936,J,Joshua,9800,22,2,2,0,Second
5936,DJ,J.R.,15200,23,1,6,0,Winner
5936,DJ,Becky,2800,9,0,3,0,Third
5936,DJ,Joshua,18200,22,2,2,0,Second
5936,FJ,J.R.,24400,23,1,6,0,Winner
5936,FJ,Becky,2800,9,0,3,0,Third
5936,FJ,Joshua,5999,22,2,2,0,Second
5935,J,Jeff,2200,11,0,1,0,Third
5935,J,Felicia,8200,19,2,2,1,Second
5935,J,J.R.,5000,25,0,2,0,Winner
5935,DJ,Jeff,10600,11,0,1,0,Third
5935,DJ,Felicia,14200,19,2,2,1,Second
5935,DJ,J.R.,14600,25,0,2,0,Winner
5935,FJ,Jeff,14700,11,0,1,0,Third
5935,FJ,Felicia,22201,19,2,2,1,Second
5935,FJ,J.R.,28401,25,0,2,0,Winner
5934,J,Jeff,2000,14,1,4,0,Winner
5934,J,Greg,5000,14,0,2,0,Second
5934,J,Susan,3200,12,1,6,1,Third
5934,DJ,Jeff,19600,14,1,4,0,Winner
5934,DJ,Greg,3800,14,0,2,0,Second
5934,DJ,Susan,8000,12,1,6,1,Third
5934,FJ,Jeff,16100,14,1,4,0,Winner
5934,FJ,Greg,2487,14,0,2,0,Second
5934,FJ,Susan,1000,12,1,6,1,Third
5933,J,Cathy,11000,27,2,2,0,Third
5933,J,Gerry,2000,12,0,4,0,Second
5933,J,Jeff,3800,16,1,1,0,Winner
5933,DJ,Cathy,19400,27,2,2,0,Third
5933,DJ,Gerry,8400,12,0,4,0,Second
5933,DJ,Jeff,14400,16,1,1,0,Winner
5933,FJ,Cathy,9999,27,2,2,0,Third
5933,FJ,Gerry,14401,12,0,4,0,Second
5933,FJ,Jeff,17400,16,1,1,0,Winner
5932,J,Cathy,10800,27,2,1,1,Winner
5932,J,Shaun,2000,12,0,0,0,Third
5932,J,Cheryl,3600,13,0,1,0,Second
5932,DJ,Cathy,21500,27,2,1,1,Winner
5932,DJ,Shaun,6800,12,0,0,0,Third
5932,DJ,Cheryl,10800,13,0,1,0,Second
5932,FJ,Cathy,21601,27,2,1,1,Winner
5932,FJ,Shaun,13500,12,0,0,0,Third
5932,FJ,Cheryl,13800,13,0,1,0,Second
5931,J,Aaron,3800,18,0,3,1,Second
5931,J,Sally,7000,16,1,2,0,Third
5931,J,Cathy,5200,19,1,1,0,Winner
5931,DJ,Aaron,10400,18,0,3,1,Second
5931,DJ,Sally,12200,16,1,2,0,Third
5931,DJ,Cathy,14000,19,1,1,0,Winner
5931,FJ,Aaron,14000,18,0,3,1,Second
5931,FJ,Sally,10400,16,1,2,0,Third
5931,FJ,Cathy,24401,19,1,1,0,Winner
5930,J,Tom,5200,14,1,3,0,Third
5930,J,Aaron,3400,18,1,2,0,Winner
5930,J,Elizabeth,5400,14,1,2,0,Second
5930,DJ,Tom,8800,14,1,3,0,Third
5930,DJ,Aaron,15000,18,1,2,0,Winner
5930,DJ,Elizabeth,12900,14,1,2,0,Second
5930,FJ,Tom,0,14,1,3,0,Third
5930,FJ,Aaron,26000,18,1,2,0,Winner
5930,FJ,Elizabeth,7899,14,1,2,0,Second
5929,J,Tom,7200,19,0,0,0,Winner
5929,J,Bill,7400,18,1,3,0,Third
5929,J,Nancy,600,16,2,5,0,Second
5929,DJ,Tom,11600,19,0,0,0,Winner
5929,DJ,Bill,13400,18,1,3,0,Third
5929,DJ,Nancy,10900,16,2,5,0,Second
5929,FJ,Tom,16600,19,0,0,0,Winner
5929,FJ,Bill,3400,18,1,3,0,Third
5929,FJ,Nancy,7300,16,2,5,0,Second
5928,J,Tom,5600,22,0,2,0,Winner
5928,J,Arv,600,8,0,3,1,Third
5928,J,Colleen,1200,15,1,4,0,Second
5928,DJ,Tom,14400,22,0,2,0,Winner
5928,DJ,Arv,1600,8,0,3,1,Third
5928,DJ,Colleen,8800,15,1,4,0,Second
5928,FJ,Tom,17601,22,0,2,0,Winner
5928,FJ,Arv,1600,8,0,3,1,Third
5928,FJ,Colleen,15800,15,1,4,0,Second
5927,J,Buddy,4000,21,0,5,3,Third
5927,J,Amy,2600,10,0,3,0,Second
5927,J,Tom,2400,12,0,2,0,Winner
5927,DJ,Buddy,8400,21,0,5,3,Third
5927,DJ,Amy,3400,10,0,3,0,Second
5927,DJ,Tom,12400,12,0,2,0,Winner
5927,FJ,Buddy,0,21,0,5,3,Third
5927,FJ,Amy,3400,10,0,3,0,Second
5927,FJ,Tom,16300,12,0,2,0,Winner
5926,J,Buddy,9400,23,1,3,1,Winner
5926,J,Jenna,3600,16,0,2,0,Second
5926,J,Gordon,3000,8,0,4,0,Third
5926,DJ,Buddy,13000,23,1,3,1,Winner
5926,DJ,Jenna,10000,16,0,2,0,Second
5926,DJ,Gordon,3000,8,0,4,0,Third
5926,FJ,Buddy,20001,23,1,3,1,Winner
5926,FJ,Jenna,19900,16,0,2,0,Second
5926,FJ,Gordon,5997,8,0,4,0,Third
5925,J,Jason,2400,13,2,2,1,Winner
5925,J,Vijay,4000,13,0,1,0,Second
5925,J,Stefan,6200,22,0,1,0,Third
5925,DJ,Jason,10200,13,2,2,1,Winner
5925,DJ,Vijay,8800,13,0,1,0,Second
5925,DJ,Stefan,17000,22,0,1,0,Third
5925,FJ,Jason,18900,13,2,2,1,Winner
5925,FJ,Vijay,13800,13,0,1,0,Second
5925,FJ,Stefan,12999,22,0,1,0,Third
5924,J,Jason,800,15,1,4,0,Third
5924,J,Vijay,600,16,1,2,1,Winner
5924,J,Stefan,5000,19,0,5,0,Second
5924,DJ,Jason,9200,15,1,4,0,Third
5924,DJ,Vijay,14600,16,1,2,1,Winner
5924,DJ,Stefan,9400,19,0,5,0,Second
5924,FJ,Jason,0,15,1,4,0,Third
5924,FJ,Vijay,9200,16,1,2,1,Winner
5924,FJ,Stefan,5800,19,0,5,0,Second
5923,J,Justin,5200,14,1,1,0,Second
5923,J,Andy,6800,14,1,0,0,Third
5923,J,Vijay,5600,22,1,0,0,Winner
5923,DJ,Justin,13400,14,1,1,0,Second
5923,DJ,Andy,10000,14,1,0,0,Third
5923,DJ,Vijay,23600,22,1,0,0,Winner
5923,FJ,Justin,6300,14,1,1,0,Second
5923,FJ,Andy,6000,14,1,0,0,Third
5923,FJ,Vijay,20399,22,1,0,0,Winner
5922,J,Liz,2600,17,2,1,0,Second
5922,J,Nick,200,9,1,3,0,Third
5922,J,Jason,6600,21,0,1,0,Winner
5922,DJ,Liz,15600,17,2,1,0,Second
5922,DJ,Nick,3400,9,1,3,0,Third
5922,DJ,Jason,16200,21,0,1,0,Winner
5922,FJ,Liz,16801,17,2,1,0,Second
5922,FJ,Nick,3400,9,1,3,0,Third
5922,FJ,Jason,31201,21,0,1,0,Winner
5921,J,Terry,6000,18,1,2,0,Third
5921,J,Stefan,2000,20,1,1,0,Winner
5921,J,Dave,3400,14,0,2,1,Second
5921,DJ,Terry,17200,18,1,2,0,Third
5921,DJ,Stefan,13200,20,1,1,0,Winner
5921,DJ,Dave,7800,14,0,2,1,Second
5921,FJ,Terry,7999,18,1,2,0,Third
5921,FJ,Stefan,9199,20,1,1,0,Winner
5921,FJ,Dave,8013,14,0,2,1,Second
5920,J,Vijay,400,17,1,2,1,Winner
5920,J,Stefan,8000,19,0,0,0,Second
5920,J,Jason,2800,14,0,3,1,Third
5920,DJ,Vijay,15600,17,1,2,1,Winner
5920,DJ,Stefan,14800,19,0,0,0,Second
5920,DJ,Jason,9200,14,0,3,1,Third
5920,FJ,Vijay,15100,17,1,2,1,Winner
5920,FJ,Stefan,13575,19,0,0,0,Second
5920,FJ,Jason,11500,14,0,3,1,Third
5919,J,Joey,3200,14,0,3,1,Third
5919,J,Justin,10600,27,2,1,0,Winner
5919,J,Christine,2600,12,0,0,0,Second
5919,DJ,Joey,4600,14,0,3,1,Third
5919,DJ,Justin,25800,27,2,1,0,Winner
5919,DJ,Christine,10200,12,0,0,0,Second
5919,FJ,Joey,0,14,0,3,1,Third
5919,FJ,Justin,25836,27,2,1,0,Winner
5919,FJ,Christine,2400,12,0,0,0,Second
5918,J,Dave,4400,19,1,4,0,Second
5918,J,Regina,5000,14,0,0,0,Third
5918,J,Andy,5400,16,2,3,0,Winner
5918,DJ,Dave,9600,19,1,4,0,Second
